point_code,Block,X,Y,Obs,Month,Day,Year,Elevation,Aspect,Slope,Prism,Prism BA (ft2/ac),LL Center,LL rand 1,LL rand 2,Woody Center,Woody rand 1,Woody rand 2,Herb Center,Herb rand 1,Herb rand 2,Fern Center,Fern rand 1,Fern rand 2,Rubus Center,Rubus rand 1,Rubus rand 2,Bare/Rock Center,Bare/Rock rand 1,Bare/Rock rand 2,Moss Center,Moss rand 1,Moss rand 2,CWD Center,CWD rand 1,CWD rand 2,Notes,<1.5m,>1.5m,Total,Transect Length,Std <1.5m,Std >1.5m,distance_to_forest_edge_m,canopy_cover_50m_avg
RK749,SGL034,-78.3725967,41.2699013,"HAP, JTL",6,28,2020,605.5089063,278.4100684,3.638039062,17,170,82,80,75,5,20,75,0,0,0,0,0,0,0,0,0,5,0,13,8,0,2,0,0,0,,8,7,15,10,0.8,0.7,152.9705811,88.44444444
RK750,SGL034,-78.3712997,41.2663994,"HAP, JTL",6,28,2020,605.5089063,278.4100684,3.638039062,14,140,55,30,30,40,55,65,0,0,0,0,2,0,0,0,0,0,0,0,5,3,5,0,0,0,,17,1,18,10,1.7,0.1,296.9848633,85.75
RK751,SGL034,-78.3649979,41.2666016,"HAP, JTL",6,28,2020,648.6438496,274.9519007,1.69043548,9,90,40,30,35,40,65,0,0,5,0,2,0,65,0,0,0,18,0,0,0,0,0,1,0,1,,2,0,2,10,0.2,0,67.08203888,77.75
RK752,SGL034,-78.3725967,41.2769012,"HAP, JTL",6,28,2020,608.6352706,289.7894278,4.820532602,11,110,93,80,80,7,17,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,,0,0,0,10,0,0,234.3074951,83.125
RK753,SGL034,-78.3743973,41.2719002,"HAP, JTL",6,28,2020,605.5089063,278.4100684,3.638039062,12,120,70,73,30,0,3,55,5,0,0,0,0,0,0,0,0,15,15,10,10,10,5,0,0,1,,13,0,13,10,1.3,0,360,86.66666667
RK754,SGL034,-78.3548965,41.274601,"HAP, JTL",6,29,2020,648.7700485,325.7829601,0.85904292,12,120,37,33,77,60,65,15,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,0,0,1,,34,2,36,10,3.4,0.2,331.3608093,90.41666667
RK755,SGL034,-78.3528976,41.2668991,"HAP, JTL",6,29,2020,655.2148126,103.4327497,0.308969879,6,60,20,5,5,0,80,95,75,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,0,3,10,0.3,0,212.1320343,64.625
RK756,SGL034,-78.3588028,41.2717018,"HAP, JTL",6,29,2020,648.7700485,325.7829601,0.85904292,17,170,40,25,30,58,5,67,2,5,3,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,,24,3,27,10,2.4,0.3,342.0526428,87.22222222
RK757,SGL034,-78.3686981,41.2784996,"HAP, JTL",6,28,2020,608.6352706,289.7894278,4.820532602,3,30,74,45,80,8,1,3,1,19,0,2,0,15,0,0,0,15,35,0,0,0,2,0,0,2,,0,0,0,10,0,0,0,38.75
RK758,SGL034,-78.3628998,41.2719994,"HAP, JTL",6,28,2020,643.9803479,295.5127728,2.283372453,13,130,70,67,5,15,5,0,12,3,0,0,0,95,0,0,0,0,0,0,3,25,0,0,1,0,,0,1,1,10,0,0.1,241.8677368,80.875
RK759,SGL034,-78.3638992,41.269001,"HAP, JTL",6,28,2020,648.6438496,274.9519007,1.69043548,14,140,55,35,80,0,0,5,0,0,0,45,65,0,0,0,0,0,0,0,0,0,15,0,2,0,,0,0,0,10,0,0,120,68.77777778
RK760,SGL034,-78.3595963,41.2686005,"HAP, JTL",6,29,2020,655.1770249,280.6381867,0.437233152,13,130,0,10,0,2,0,0,0,0,2,98,90,98,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,10,0,0,228.4731903,86
RK761,SGL034,-78.3567963,41.2780991,"HAP, JTL",6,28,2020,648.7700485,325.7829601,0.85904292,2,20,85,65,63,2,20,20,0,5,10,3,0,0,0,0,0,10,10,7,0,0,0,0,1,0,,2,0,2,10,0.2,0,0,63.25
RK774,SGL060,-78.331871,40.7410278,BER ,6,22,2020,747.628946,347.9818648,1.754319874,9,90,20,5,5,0,0,0,0,0,0,80,95,95,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,10,0.1,0,390,89.75
RK776,SGL060,-78.337738,40.733654,JCK,6,19,2020,774.7625632,228.1775412,1.633945247,15,150,40,2,40,50,98,50,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,,18,10,28,10,1.8,1,361.2478333,82.42857143
RK777,SGL060,-78.3012238,40.7372169,ACB,6,23,2020,735.0688734,34.73741883,0.788453177,7,70,10,30,50,70,50,50,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,3,17,10,1.4,0.3,256.3200989,88.11111111
RK779,SGL060,-78.3544617,40.7433472,JCK,6,19,2020,685.2952288,257.2694616,3.888067477,12,120,75,30,50,14,60,48,1,5,2,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,4,25,10,2.1,0.4,189.7366638,87
RK780,SGL060,-78.2957611,40.744545,BER ,6,23,2020,736.680599,346.3254689,0.555595308,9,90,5,70,5,0,10,0,0,5,5,95,15,90,0,0,0,0,0,0,0,0,0,1,1,1,,0,0,0,10,0,0,318.9043884,88.75
RK783,SGL060,-78.265152,40.7435913,CJF,6,23,2020,674.2849481,118.8189507,1.5898121,10,100,50,5,95,50,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,48,9,57,10,4.8,0.9,364.9657593,83.375
RK784,SGL060,-78.3476028,40.7386093,CJF,6,19,2020,741.3990633,247.3026333,3.24872392,11,110,5,10,5,70,80,95,0,0,0,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,29,11,40,10,2.9,1.1,456.9463806,83.88888889
RK786,SGL060,-78.3448639,40.7448883,CJF,6,19,2020,734.189087,301.4101132,3.491812836,13,130,70,45,15,0,40,80,5,10,5,0,0,0,0,0,0,0,0,0,25,5,0,0,0,0,,22,0,22,10,2.2,0,524.7856445,85.625
RK787,SGL060,-78.3251877,40.7381325,JCK BER,6,22,2020,777.3889315,197.4069111,0.797120264,8,80,60,80,0,10,5,85,10,5,10,0,0,0,0,0,0,0,0,0,20,10,5,0,0,0,,12,5,17,10,1.2,0.5,271.6615601,86.25
RK788,SGL060,-78.316246,40.7532158,ACB,6,23,2020,741.4894388,342.5100982,2.167184825,9,90,5,9,97,0,0,0,0,0,2,90,90,1,0,0,0,0,0,0,5,1,0,0,0,0,,1,0,1,10,0.1,0,971.6481323,86.55555556
RK789,SGL060,-78.3184052,40.7512512,BER ,6,23,2020,741.4894388,342.5100982,2.167184825,13,130,3,35,55,0,0,20,0,0,10,97,65,10,0,0,0,0,0,0,0,0,5,0,0,0,,0,0,0,10,0,0,780,89.11111111
RK790,SGL060,-78.3354797,40.741848,JCK BER,6,22,2020,760.4992226,334.355187,2.115231145,9,90,50,0,80,50,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,31,13,44,10,3.1,1.3,174.9285583,80.22222222
RK794,SGL060,-78.2476425,40.7730865,HP JTL CF,6,18,2020,671.6942119,76.14784693,2.9497756,14,140,55,15,20,30,4,20,15,44,50,0,2,10,0,0,0,0,20,0,0,15,0,0,0,1,,1,0,1,10,0.1,0,123.6931686,79.75
RK795,SGL060,-78.2435913,40.7625618,ACB,6,20,2020,608.1398563,79.74743663,3.146358255,11,110,70,70,70,0,10,10,30,20,10,0,0,0,0,0,0,0,0,5,0,0,5,0,0,1,,43,15,58,10,4.3,1.5,90,80.88888889
RK796,SGL060,-78.2422943,40.7703781,HP JTL CF,6,18,2020,607.4295671,95.31774789,2.581324767,6,60,0,5,32,95,80,55,0,0,10,5,15,3,0,0,0,0,0,0,0,0,0,0,0,0,,65,2,67,10,6.5,0.2,134.1640778,80
RK797,SGL060,-78.2714996,40.7711792,"ACB, BER",6,19,2020,684.1081124,9.218851718,0.303269132,1,10,5,0,90,0,30,5,0,0,5,95,70,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,15,18,10,0.3,1.5,90,82.22222222
RK798,SGL060,-78.2610703,40.7694092,"ACB, BER",6,19,2020,690.2725589,144.9733679,0.485103381,5,50,20,15,40,0,0,0,0,0,0,80,85,55,0,0,0,0,0,5,0,0,0,0,0,2,,0,1,1,10,0,0.1,60,85.44444444
RK800,SGL060,-78.2900314,40.7413063,ACB,6,23,2020,741.1573165,71.98977491,0.503368736,4,40,100,50,0,0,0,0,0,0,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,10,0,0.1,30,35.875
RK802,SGL060,-78.271431,40.7576447,CJF,6,22,2020,668.5399416,84.29877671,1.308751217,6,60,0,40,10,15,5,35,0,10,50,85,15,5,0,30,0,0,0,0,0,0,0,0,0,1,,18,4,22,10,1.8,0.4,30,25.625
RK803,SGL060,-78.2668457,40.7531242,CJF,6,21,2020,671.6285401,60.06572068,0.574161403,2,20,10,10,15,3,10,0,2,0,5,85,80,80,0,0,0,0,0,0,0,0,0,1,0,0,,2,1,3,10,0.2,0.1,0,13.25
RK804,SGL060,-78.2908325,40.7517014,BER ,6,24,2020,726.4256161,309.461528,1.29675144,1,10,40,0,5,25,5,20,10,60,5,25,20,60,0,0,0,0,0,0,0,15,10,2,0,0,,41,0,41,10,4.1,0,234.3074951,57.54545455
RK805,SGL060,-78.3370819,40.7399521,BER ,6,22,2020,774.7625632,228.1775412,1.633945247,1,10,0,35,0,100,50,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,,27,10,37,10,2.7,1,30,23.75
RK806,SGL060,-78.3292465,40.734787,JCK BER,6,22,2020,777.3889315,197.4069111,0.797120264,3,30,0,0,20,100,80,70,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,1,0,,39,14,53,10,3.9,1.4,30,72.25
RK807,SGL060,-78.245079,40.7651825,BER ,6,20,2020,608.1398563,79.74743663,3.146358255,6,60,35,60,60,35,15,5,5,20,15,25,5,10,0,0,0,0,0,10,0,0,0,0,1,0,,14,2,16,10,1.4,0.2,0,43.22222222
RK808,SGL060,-78.2518692,40.7797623,"CJF, ACB, BER, JCK",6,17,2020,671.6942119,76.14784693,2.9497756,12,120,25,55,25,60,40,50,10,5,5,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,,49,4,53,10,4.9,0.4,212.1320343,55.75
RK809,SGL060,-78.2755585,40.7566452,ACB,6,22,2020,684.5014699,76.657373,1.911757647,4,40,40,25,50,50,70,40,0,0,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,29,3,33,10,2.9,0.3,108.1665344,80.625
RK810,SGL060,-78.280571,40.7592201,CJF,6,22,2020,710.0151813,58.53593732,1.640026418,0,0,3,5,2,20,20,15,2,0,5,5,0,5,0,0,0,70,75,73,0,0,0,0,0,0,freshly burned,21,0,21,10,2.1,0,0,0
RK811,SGL060,-78.2826309,40.7613831,ACB,6,22,2020,710.0151813,58.53593732,1.640026418,1,10,5,5,5,30,40,10,5,0,5,10,5,5,0,0,0,50,50,75,0,0,0,0,0,0,freshly burned,12,0,12,10,1.2,0,0,0
RK812,SGL060,-78.2666626,40.7631416,ACB,6,20,2020,668.5399416,84.29877671,1.308751217,11,110,10,0,90,0,80,5,10,0,5,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,1,9,10,0.8,0.1,445.9820557,88.11111111
RK813,SGL060,-78.2510529,40.7631073,BER ,6,20,2020,673.6352885,92.87509961,2.661034268,7,70,5,30,45,50,40,10,45,10,20,0,20,25,0,0,0,0,0,0,0,0,0,0,0,1,,41,10,51,10,4.1,1,390,80.25
RK814,SGL060,-78.2379456,40.7744827,CJF,6,18,2020,607.4295671,95.31774789,2.581324767,13,130,38,15,26,0,0,3,2,10,10,60,75,60,0,0,1,0,0,0,0,0,0,0,0,0,,1,3,4,10,0.1,0.3,161.5549469,84
RK815,SGL060,-78.2759399,40.766758,CJF,6,22,2020,688.2002408,12.14016602,1.452729246,6,60,10,80,0,0,0,0,0,15,50,90,5,0,0,0,0,0,0,20,0,0,30,0,1,0,,3,2,5,10,0.3,0.2,210,83.375
RK816,SGL060,-78.2787933,40.7546539,CJF,6,22,2020,723.0155736,75.78163946,1.829658908,0,0,10,45,5,15,0,10,5,20,40,70,0,0,0,15,25,0,10,20,0,10,0,0,2,2,,13,8,21,10,1.3,0.8,228.4731903,25.33333333
RK817,SGL060,-78.2521591,40.7836456,CJF,6,18,2020,663.7130734,10.92058528,2.057733415,3,30,50,65,10,20,2,60,20,3,20,10,0,10,0,0,0,0,30,0,0,0,0,0,0,0,,21,11,32,10,2.1,1.1,182.4828796,82.4
RK818,SGL060,-78.2681122,40.7707977,"ACB, BER",6,19,2020,684.1081124,9.218851718,0.303269132,4,40,95,90,99,0,0,1,5,0,0,0,0,0,0,0,0,0,5,0,0,5,0,2,0,1,,1,23,24,10,0.1,2.3,120,81.125
RK819,SGL060,-78.2720413,40.7512703,CJF,6,21,2020,684.5014699,76.657373,1.911757647,0,0,35,2,0,0,0,0,30,89,15,35,9,85,0,0,0,0,0,0,0,0,0,0,0,0,,9,0,9,10,0.9,0,60,18.55555556
RK820,SGL060,-78.2635651,40.7708931,"ACB, BER",6,19,2020,684.1081124,9.218851718,0.303269132,1,10,5,65,0,45,15,80,25,5,0,25,15,20,0,0,0,0,0,0,0,0,0,0,0,0,,41,8,49,10,4.1,0.8,276.5863342,67
RK821,SGL060,-78.2566223,40.7713165,"ACB, BER",6,19,2020,690.2725589,144.9733679,0.485103381,2,20,5,10,35,35,50,30,50,40,5,10,0,5,0,0,0,0,0,5,0,0,10,0,0,0,,1,28,29,10,0.1,2.8,150,79.33333333
RK822,SGL060,-78.2929764,40.7444038,BER ,6,25,2020,736.680599,346.3254689,0.555595308,0,0,10,0,30,0,0,40,0,0,15,0,0,0,90,100,15,0,0,0,0,0,0,1,0,0,,0,8,8,10,0,0.8,108.1665344,25.77777778
RK823,SGL060,-78.2670288,40.7487869,CJF,6,23,2020,671.6285401,60.06572068,0.574161403,0,0,0,0,20,20,40,40,0,0,0,80,60,40,0,0,0,0,0,0,0,0,0,0,0,0,Flushed EWPW,45,6,51,10,4.5,0.6,174.9285583,70.33333333
RK824,SGL060,-78.289032,40.7476845,CJF,6,28,2020,736.680599,346.3254689,0.555595308,0,0,5,45,35,40,5,20,55,0,20,0,0,0,0,50,15,0,0,0,0,0,0,0,0,0,,13,17,30,10,1.3,1.7,67.08203888,71.44444444
RK826,SGL060,-78.2753677,40.7458382,JCK CJF,6,23,2020,688.9505255,90.84242098,2.096118849,6,60,10,30,40,90,65,40,0,5,5,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,,46,9,55,10,4.6,0.9,646.2197876,84.77777778
RK827,SGL060,-78.2825928,40.7521667,CJF,6,22,2020,723.0155736,75.78163946,1.829658908,15,150,40,40,35,40,10,60,5,30,5,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,37,0,37,10,3.7,0,30,65.55555556
RK828,SGL060,-78.3431549,40.7515602,CJF,6,19,2020,682.9050407,322.5962774,4.48429236,10,100,85,75,75,5,0,0,5,5,25,5,20,0,0,0,0,0,0,0,0,0,0,1,0,0,,6,9,15,10,0.6,0.9,870,86.44444444
RK829,SGL060,-78.261467,40.762352,BER ,6,20,2020,667.8375705,122.3532698,0.455093191,8,80,15,65,45,20,30,10,20,0,55,0,0,0,0,0,0,15,0,0,30,5,0,0,0,0,,11,10,21,10,1.1,1,618.4658203,83.125
RK830,SGL060,-78.2606735,40.7456818,ACB,6,23,2020,674.2849481,118.8189507,1.5898121,12,120,45,80,15,40,15,60,0,5,10,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,,7,0,7,10,0.7,0,60,75.5
RK831,SGL060,-78.3377228,40.7519722,CJF,6,19,2020,711.2957616,342.4503126,3.69400019,12,120,70,60,75,5,30,10,0,5,15,0,0,0,0,0,0,5,5,0,20,0,0,0,0,0,,15,4,19,10,1.5,0.4,1087.060181,86.75
RK832,SGL060,-78.3197708,40.739666,BER ,6,22,2020,763.9651078,356.243384,1.254027135,7,70,65,85,90,15,10,5,5,0,0,5,0,5,0,0,0,0,0,0,0,5,0,0,0,1,,6,0,6,10,0.6,0,161.5549469,82.7
RK833,SGL060,-78.3128128,40.749218,BER ,6,23,2020,730.098019,23.4779286,1.844177926,12,120,55,10,35,5,90,50,0,0,0,10,0,0,0,0,0,10,0,0,20,0,15,0,0,0,,27,4,31,10,2.7,0.4,607.4537354,82.66666667
RK834,SGL060,-78.3291779,40.7482986,JCK BER,6,22,2020,747.628946,347.9818648,1.754319874,10,100,35,10,80,10,80,0,0,10,10,20,0,0,0,0,0,0,0,0,35,0,10,0,0,0,,10,6,16,10,1,0.6,926.1209717,89.375
RK835,SGL060,-78.2565689,40.7622681,ACB,6,20,2020,667.8375705,122.3532698,0.455093191,9,90,25,50,10,5,20,5,70,25,5,0,5,80,0,0,0,0,0,0,0,0,0,0,0,0,,4,5,9,10,0.4,0.5,684.1052856,84.33333333
RK836,SGL060,-78.3393021,40.7478943,JCK,6,19,2020,760.4992226,334.355187,2.115231145,8,80,75,65,50,10,30,40,15,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,23,6,29,10,2.3,0.6,636.3961182,85.11111111
RK837,SGL060,-78.2728043,40.7373276,BER ,6,24,2020,691.0288252,59.38504934,2.222440697,9,90,65,30,25,20,15,50,5,15,0,10,10,25,0,0,0,0,15,0,0,5,0,0,0,0,,15,0,15,10,1.5,0,792.5906982,83.11111111
RK838,SGL060,-78.2652664,40.7557487,CJF,6,21,2020,671.6285401,60.06572068,0.574161403,8,80,9,15,10,1,20,10,0,5,0,90,60,80,0,0,0,0,0,0,0,0,0,0,1,0,,12,1,13,10,1.2,0.1,67.08203888,79.125
RK839,SGL060,-78.2857513,40.7458229,ACB,6,24,2020,720.3031645,84.1150528,1.836209992,4,40,0,20,0,20,20,20,20,40,10,30,20,0,0,0,0,40,0,70,0,0,0,1,0,2,,0,0,0,10,0,0,270,80.6
RK840,SGL060,-78.3449326,40.7543793,JCK,6,19,2020,682.9050407,322.5962774,4.48429236,11,110,85,45,30,0,35,50,5,20,10,0,0,0,0,0,0,5,0,10,5,0,0,0,0,0,,5,0,5,10,0.5,0,534.1347656,81.75
RK842,SGL060,-78.2990875,40.7500229,ACB,6,24,2020,721.9802967,342.2335978,1.237113498,3,30,0,80,0,60,1,80,0,19,20,0,0,0,0,0,0,35,0,0,5,0,0,0,1,0,,11,15,26,10,1.1,1.5,684.1052856,86.55555556
RK843,SGL060,-78.3306351,40.7509613,BER ,6,22,2020,714.0268467,334.7279906,3.100228496,9,90,30,50,5,60,20,95,0,0,0,0,0,0,0,0,0,0,30,0,5,0,0,0,0,0,,16,3,19,10,1.6,0.3,1209.338623,87
RK844,SGL060,-78.2488251,40.7757149,CJF,6,18,2020,671.6942119,76.14784693,2.9497756,14,140,10,0,75,0,0,15,0,0,10,90,100,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,2,10,0,0.2,366.1966553,89.625
RK846,SGL060,-78.2563477,40.777401,JCK,6,17,2020,686.7719841,12.01340249,0.899144844,18,180,90,70,90,0,20,0,5,10,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,,0,2,2,10,0,0.2,301.4962463,89.66666667
RK847,SGL060,-78.3516998,40.7469864,CJF,6,19,2020,693.7059825,291.7037956,4.355309475,10,100,92,10,85,2,0,5,0,10,0,6,78,0,0,0,0,0,0,0,0,2,10,0,0,0,CAWA singing,1,1,2,10,0.1,0.1,632.850647,90.25
RK848,SGL060,-78.2497711,40.7810745,BER ,6,17,2020,639.717818,49.78757063,2.189473487,18,180,25,90,55,70,5,40,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,31,2,33,10,3.1,0.2,256.3200989,82.375
RK849,SGL060,-78.2964096,40.7372017,BER ,6,23,2020,741.1573165,71.98977491,0.503368736,13,130,40,5,55,0,0,20,10,0,20,50,95,0,0,0,0,0,0,0,0,0,5,0,0,0,,1,1,2,10,0.1,0.1,30,69.22222222
RK850,SGL060,-78.2520599,40.7731438,HP JTL CF,6,18,2020,671.6942119,76.14784693,2.9497756,5,50,70,30,12,10,15,75,15,55,10,5,0,3,0,0,0,0,0,0,0,0,0,0,0,1,,9,10,19,10,0.9,1,127.279213,80.77777778
RK851,SGL060,-78.2844543,40.7397118,BER ,6,24,2020,724.6664131,73.63716443,1.412683937,14,140,65,30,35,35,65,35,0,0,0,0,5,30,0,0,0,0,0,0,0,0,0,0,0,0,,46,5,51,10,4.6,0.5,424.2640686,88.5
RK852,SGL060,-78.3257141,40.7510071,JCK BER,6,22,2020,714.0268467,334.7279906,3.100228496,11,110,50,50,10,0,0,80,0,20,10,0,0,0,0,0,0,50,30,0,0,0,0,0,0,0,,9,1,10,10,0.9,0.1,979.489624,88.25
RK853,SGL060,-78.2809143,40.7645721,CJF,6,22,2020,710.0151813,58.53593732,1.640026418,8,80,10,68,5,15,10,65,50,15,10,15,0,20,0,0,0,0,2,0,10,5,0,0,0,0,,19,5,24,10,1.9,0.5,67.08203888,84.5
RK854,SGL060,-78.3223343,40.7369995,BER ,6,22,2020,775.1365176,154.8184529,0.807372484,6,60,5,35,5,95,50,95,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,0,13,10,1.3,0,296.9848633,82.5
RK855,SGL060,-78.2747269,40.7640533,ACB,6,22,2020,710.0151813,58.53593732,1.640026418,6,60,35,5,73,15,15,25,40,0,2,10,80,0,0,0,0,0,0,0,0,0,0,1,0,0,,33,0,33,10,3.3,0,127.279213,80.11111111
RK856,SGL060,-78.2455826,40.7843857,ACB,6,17,2020,639.717818,49.78757063,2.189473487,11,110,60,15,40,35,0,35,5,5,25,0,80,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,1,10,0.1,0,161.5549469,88.55555556
RK857,SGL060,-78.2354584,40.7896576,CJF,6,17,2020,623.3851801,291.8997737,1.187259473,9,90,45,25,20,50,40,40,5,30,40,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,23,0,23,10,2.3,0,30,69.77777778
RK858,SGL060,-78.3060455,40.7398796,BER ,6,23,2020,735.0688734,34.73741883,0.788453177,11,110,25,8,50,10,2,15,25,10,15,40,80,20,0,0,0,0,0,0,0,0,0,0,0,0,,8,3,11,10,0.8,0.3,494.7726746,86.77777778
RK859,SGL060,-78.2954559,40.7487068,BER ,6,24,2020,736.680599,346.3254689,0.555595308,11,110,20,5,10,65,65,35,10,10,45,15,20,10,0,0,0,0,0,0,0,0,0,0,0,0,,55,7,62,10,5.5,0.7,342.0526428,82.77777778
RK860,SGL060,-78.3041077,40.7457809,ACB,6,23,2020,721.9802967,342.2335978,1.237113498,8,80,5,40,0,0,0,0,0,0,0,95,50,90,0,0,0,0,10,10,0,0,0,0,0,0,,1,1,2,10,0.1,0.1,764.8529663,89.125
RK861,SGL060,-78.2771072,40.7383881,ACB,6,24,2020,691.0288252,59.38504934,2.222440697,15,150,50,2,10,20,98,80,20,0,0,10,0,10,0,0,0,0,0,0,0,0,0,1,0,0,,29,2,31,10,2.9,0.2,823.7718506,84.66666667
RK862,SGL060,-78.3464279,40.7480888,JCK,6,19,2020,734.189087,301.4101132,3.491812836,4,40,50,40,25,50,60,70,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,30,4,34,10,3,0.4,849.5881348,84.45454545
RK863,SGL060,-78.2817154,40.7483444,CJF,6,23,2020,720.3031645,84.1150528,1.836209992,4,40,40,70,55,30,15,30,5,5,0,5,5,10,0,0,0,15,0,0,5,5,5,0,0,0,,13,18,31,10,1.3,1.8,360,87.66666667
RK864,SGL060,-78.2659683,40.7661324,BER ,6,20,2020,684.1081124,9.218851718,0.303269132,11,110,30,60,20,0,10,20,65,20,10,5,10,50,0,0,0,0,0,0,0,0,0,0,1,1,,14,3,17,10,1.4,0.3,210,86.375
RK865,SGL060,-78.2619553,40.7760849,CJF JL HP,6,18,2020,667.6981653,316.5436378,1.58632502,12,120,45,30,32,40,35,50,10,30,15,5,15,3,0,0,0,0,0,0,0,0,0,0,0,0,,12,1,13,10,1.2,0.1,351.1409912,90.88888889
RK067,SGL034,-78.3167038,41.1987,RSC/KBB,7,8,2021,635.7635512,260.970929,0.611436019,16,160,50,95,30,20,3,65,10,2,0,20,0,5,0,0,0,0,0,0,0,0,0,0,0,2,,43,6,49,10,4.3,0.6,123.6931686,64.125
RK1000,Ohiopyle,-79.4779968,39.8730011,AEH/CPC,6,30,2021,478.9691783,270.621823,4.06040287,13,130,50,55,15,30,0,25,0,0,0,20,20,15,0,0,0,0,15,5,0,10,40,1,0,0,,4,2,6,10,0.4,0.2,152.9705811,88.22222222
RK1001,Ohiopyle,-79.5298004,39.896801,"TJH,LJV",6,29,2021,590.7161154,97.40936443,2.946236963,12,120,70,25,60,20,0,20,0,0,10,5,75,0,0,0,0,0,0,0,5,0,10,0,1,0,,0,1,1,10,0,0.1,1021.763184,91
RK1002,Ohiopyle,-79.5442963,39.8866005,"TJH,LJV",6,29,2021,655.2520605,88.93886894,3.118381869,11,110,75,50,85,20,5,5,5,0,5,0,40,5,0,0,0,0,5,0,0,0,0,0,0,2,,2,0,2,10,0.2,0,60,91.25
RK1003,Ohiopyle,-79.4620972,39.862999,AEH/CPC,7,2,2021,609.5250251,203.4861612,2.671853358,11,110,50,25,85,25,10,15,5,5,0,0,60,0,0,0,0,5,0,0,15,0,0,0,1,1,,3,2,5,10,0.3,0.2,780,89.22222222
RK1005,Ohiopyle,-79.4451981,39.8480988,CPC,7,3,2021,438.9411491,318.6008991,4.4632095,21,210,20,30,85,80,30,15,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,85,7,92,10,8.5,0.7,436.8065796,88.18181818
RK1006,Ohiopyle,-79.4806976,39.8437004,RSC/KLM,6,30,2021,585.5043822,329.3101803,3.001128482,14,140,80,45,10,20,0,10,0,15,0,0,40,80,0,0,0,0,0,0,0,0,0,0,0,0,,4,1,5,10,0.4,0.1,349.8571167,85.75
RK1007,Ohiopyle,-79.4496002,39.8462982,CPC,7,3,2021,438.9411491,318.6008991,4.4632095,13,130,55,70,25,10,0,5,15,15,40,20,0,30,0,0,0,0,10,0,0,5,0,0,0,1,,3,1,4,10,0.3,0.1,150,84.55555556
RK1008,Ohiopyle,-79.4499969,39.8400002,CPC,7,3,2021,546.9578385,332.4172257,8.975309637,9,90,65,65,70,0,5,10,30,20,15,0,10,5,0,0,0,0,0,0,5,0,0,1,0,0,,3,0,3,10,0.3,0,530.7542114,87.11111111
RK1009,Ohiopyle,-79.4725037,39.8293991,RSC/KLM,7,3,2021,651.2116629,329.4575514,4.564348439,5,50,50,70,55,25,0,5,25,30,25,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,,17,6,23,10,1.7,0.6,360,85.875
RK1010,Ohiopyle,-79.490303,39.8895988,KLM/CPC,6,29,2021,489.935973,101.9815954,2.208848073,13,130,65,25,80,5,50,5,0,10,15,30,10,0,0,0,0,0,0,0,0,5,0,0,0,0,,1,7,8,10,0.1,0.7,123.6931686,87.11111111
RK1011,Ohiopyle,-79.4974976,39.8434982,"LJV, TJH",7,2,2021,492.2091867,317.0940333,1.773805145,12,120,25,20,65,35,0,0,35,80,30,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,,8,0,8,10,0.8,0,120,88.11111111
RK1012,Ohiopyle,-79.4973984,39.8535995,"LJV, TJH",7,2,2021,482.7492824,30.54255755,2.029085296,10,100,60,45,45,10,20,30,30,30,20,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,,3,4,7,10,0.3,0.4,0,51.625
